Type,DSN,DistributorCode,DistributorName,TeamCode,TeamName,PRDSN,PKSN,PackCode,ProductName,Description,DateName,Opening,OpeningB,Purchase,PurchaseB,Sales,SalesB,Export,DmgExp,OtherIn,OtherOut,Closing,ClosingB,TPrice,ValueTp
0,1,532,Premier Agencies - KARACHI,5,Challengers,89,13,PV05002,NUVAL,TABS 160MG 14`S,31-Aug-17,481,0,336,0,335,0,0,0,0,73,409,0,249.9,0.102
0,1,532,Premier Agencies - KARACHI,5,Challengers,90,14,PV05101,NUVAL D,TABS 80+12.5MG 14`S,31-Aug-17,505,0,350,0,364,0,0,0,0,100,391,0,190.4,0.074
0,1,532,Premier Agencies - KARACHI,5,Challengers,90,15,PV05102,NUVAL D,TABS 160+25MG 14`S,31-Aug-17,516,0,408,0,390,0,0,0,0,72,462,0,273.7,0.126
0,1,532,Premier Agencies - KARACHI,6,Winners,7,1,PV06002,ARBI,TABS 300MG 10'S,31-Aug-17,368,0,304,0,302,0,0,0,0,81,289,0,293.25,0.085
0,1,532,Premier Agencies - KARACHI,6,Winners,7,2,PV06001,ARBI,TABS 150MG 10'S,31-Aug-17,1027,0,600,0,631,0,0,0,9,161,844,0,195.5,0.165
0,1,532,Premier Agencies - KARACHI,6,Winners,8,3,PV06103,ARBI D,TABS 300/25MG,31-Aug-17,64,0,0,0,16,0,0,0,0,38,10,0,416.5,0.004
0,1,532,Premier Agencies - KARACHI,6,Winners,8,4,PV06102,ARBI D,TABS 300/12.5MG,31-Aug-17,614,0,380,0,393,0,0,0,2,116,487,0,303.03,0.148
0,1,532,Premier Agencies - KARACHI,6,Winners,8,5,PV06101,ARBI D,TABS 150/12.5MG,31-Aug-17,1669,0,800,0,924,0,0,0,4,256,1293,0,205.28,0.265
0,1,532,Premier Agencies - KARACHI,6,Winners,44,6,2687716,EVOPRIDE,TABS 0003MG X 30,31-Aug-17,1135,0,760,0,720,0,0,0,0,161,1014,0,290.7,0.295
0,1,532,Premier Agencies - KARACHI,6,Winners,44,7,2687710,EVOPRIDE,TABS 0001MG X 20,31-Aug-17,1,0,0,0,0,0,0,0,0,0,1,0,85,0
0,1,532,Premier Agencies - KARACHI,6,Winners,44,8,2687718,EVOPRIDE,TABS 0001MG X 30,31-Aug-17,1934,0,760,0,1326,0,0,0,0,201,1167,0,129.33,0.151
0,1,532,Premier Agencies - KARACHI,6,Winners,44,9,2687713,EVOPRIDE,TABS 0002MG X 30,31-Aug-17,1775,0,1720,0,1459,0,0,0,0,281,1755,0,214.68,0.377
0,1,532,Premier Agencies - KARACHI,6,Winners,44,10,2687712,EVOPRIDE,TABS 0002MG X 20,31-Aug-17,-1,0,0,0,0,0,0,0,0,0,-1,0,141.1,0
0,1,532,Premier Agencies - KARACHI,6,Winners,44,11,2687714,EVOPRIDE,TABS 0003MG X 20,31-Aug-17,-4,0,0,0,-2,0,0,0,0,0,-2,0,183.6,0
0,1,532,Premier Agencies - KARACHI,6,Winners,44,12,2687715,EVOPRIDE,TABS 0004MG X 20,31-Aug-17,1,0,0,0,0,0,0,0,0,0,1,0,255,0
0,1,532,Premier Agencies - KARACHI,6,Winners,44,13,2687717,EVOPRIDE,TABS 0004MG X 30,31-Aug-17,1782,0,680,0,1063,0,0,0,0,201,1198,0,433.5,0.519
0,1,532,Premier Agencies - KARACHI,6,Winners,84,14,PV09603,MYOPRO,40MG 10'S,31-Aug-17,255,0,0,0,6,0,0,0,20,50,219,0,339.15,0.074
0,1,532,Premier Agencies - KARACHI,6,Winners,84,15,PV09602,MYOPRO,20MG 10'S,31-Aug-17,403,0,100,0,211,0,0,0,0,51,241,0,254.15,0.061
0,1,532,Premier Agencies - KARACHI,6,Winners,84,16,PV09601,MYOPRO,10MG 10'S,31-Aug-17,571,0,350,0,485,0,0,0,0,101,335,0,140.25,0.047
0,1,532,Premier Agencies - KARACHI,6,Winners,101,17,4442620,ORSLIM,CAPS 0120MG X 30,31-Aug-17,1207,0,1120,0,1030,0,0,0,0,120,1177,0,1275,1.501
0,1,532,Premier Agencies - KARACHI,7,Mavericks,34,1,PV08703,DUZALTA,CAPS 60MG 10S,31-Aug-17,10,0,50,0,16,0,0,0,0,0,44,0,314.5,0.014
0,1,532,Premier Agencies - KARACHI,7,Mavericks,34,1,PV08702,DUZALTA,CAPS 30MG 14S,31-Aug-17,396,0,300,0,273,0,0,0,0,50,373,0,291.55,0.109
0,1,532,Premier Agencies - KARACHI,7,Mavericks,34,2,PV08701,DUZALTA,CAPS 20MG 14S,31-Aug-17,296,0,500,0,399,0,0,0,0,50,347,0,214.2,0.074
0,1,532,Premier Agencies - KARACHI,7,Mavericks,45,6,PV01701,EVOPRIDE PLUS,TABS 1/500MG 30`S,31-Aug-17,1619,0,1700,0,1884,0,0,0,0,251,1184,0,127.5,0.151
0,1,532,Premier Agencies - KARACHI,7,Mavericks,45,7,PV01702,EVOPRIDE PLUS,TABS 2/500MG 30`S,31-Aug-17,4255,0,3700,0,3871,0,0,0,0,601,3483,0,216.75,0.755
0,1,532,Premier Agencies - KARACHI,7,Mavericks,106,8,5451410,RAMIPACE,TABS 1.25MG X 28,31-Aug-17,203,0,350,0,236,0,0,0,0,50,267,0,171.67,0.046
0,1,532,Premier Agencies - KARACHI,7,Mavericks,106,9,5451415,RAMIPACE,TABS 02.5MG X 28,31-Aug-17,2467,0,2900,0,2735,0,0,0,0,400,2232,0,290.45,0.648
0,1,532,Premier Agencies - KARACHI,7,Mavericks,106,10,5451417,RAMIPACE,TABS 0005MG X 28,31-Aug-17,3129,0,2200,0,2310,0,0,0,0,400,2619,0,378.25,0.991
0,1,532,Premier Agencies - KARACHI,7,Mavericks,106,11,5451418,RAMIPACE,TABS 0010MG X 28,31-Aug-17,982,0,250,0,527,0,0,0,0,100,605,0,510,0.309
0,1,532,Premier Agencies - KARACHI,7,Mavericks,114,12,PV08803,SETSPIN,TABS 24MG 30S,31-Aug-17,28,0,25,0,20,0,0,0,0,0,33,0,402.3,0.013
0,1,532,Premier Agencies - KARACHI,7,Mavericks,114,13,PV08802,SETSPIN,TABS 16MG 30S,31-Aug-17,155,0,125,0,123,0,0,0,0,25,132,0,246.5,0.033
0,1,532,Premier Agencies - KARACHI,7,Mavericks,114,14,PV08801,SETSPIN,TABS 8MG 30S,31-Aug-17,186,0,125,0,74,0,0,0,0,25,212,0,178.5,0.038
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,46,1,PV04502,EVORIN,TABS 600MG 10S,31-Aug-17,306,0,0,0,0,0,0,0,0,0,306,0,0,0
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,46,2,PV04501,EVORIN,TABS 400MG,31-Aug-17,1739,0,0,0,630,0,0,0,0,1000,109,0,0,0
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,109,3,PV07502,RIXABAC,TAB 550MG 10s,31-Aug-17,53,0,38,0,44,0,0,0,0,0,47,0,422.24,0.02
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,109,4,PV07501,RIXABAC,TAB 200MG 10s,31-Aug-17,86,0,0,0,21,0,0,0,0,0,65,0,141.95,0.009
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,128,6,PV04301,TENOVA,TABS 300MG 30`S,31-Aug-17,46,0,40,0,29,0,0,0,0,0,57,0,2974.44,0.17
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,143,7,7004910,ZOLTAR,CAPS ENTER 0020MG X 14,31-Aug-17,4256,0,2700,0,2365,0,0,0,2,404,4189,0,144.84,0.607
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,143,8,7004940,ZOLTAR,IV 40MG,31-Aug-17,856,0,1612,0,1122,0,0,0,0,125,1221,0,204,0.249
0,1,532,Premier Agencies - KARACHI,8,Re-Born Virology,145,9,PV07901,ZOVAL,TAB 400MG,31-Aug-17,55,0,256,0,190,0,0,0,0,1,120,0,5059.12,0.607
0,1,532,Premier Agencies - KARACHI,9,Bone Saviors,62,1,PV04001,GOURIC,TABS 40MG,31-Aug-17,4673,0,2800,0,3918,0,0,0,0,600,2955,0,306,0.904
0,1,532,Premier Agencies - KARACHI,9,Bone Saviors,63,2,PV02801,IBANDRO,TABS 150MG,31-Aug-17,405,0,1053,0,585,0,0,0,0,108,765,0,376.34,0.288
0,1,532,Premier Agencies - KARACHI,9,Bone Saviors,71,3,PV08001,KALSOB,TAB 30's,31-Aug-17,3456,0,1900,0,2416,0,0,0,0,402,2538,0,392.31,0.996
0,1,532,Premier Agencies - KARACHI,9,Bone Saviors,87,4,4390410,NISE,TABS F.C. 0100MG X 20,31-Aug-17,38420,0,37000,0,34003,0,0,0,0,6400,35017,0,97.75,3.423
0,1,532,Premier Agencies - KARACHI,10,Titans,38,2,2693011,ESTAR,TABS 0020MG X 14,31-Aug-17,265,0,250,0,195,0,0,0,2,52,270,0,327.25,0.088
0,1,532,Premier Agencies - KARACHI,10,Titans,38,3,2693013,ESTAR,TAB 10MG 14s,31-Aug-17,2531,0,2300,0,2906,0,0,0,0,1,1924,0,221,0.425
0,1,532,Premier Agencies - KARACHI,10,Titans,38,4,2693012,ESTAR,TABS 0005MG X 14,31-Aug-17,1251,0,1400,0,1553,0,0,0,6,206,898,0,148.75,0.134
0,1,532,Premier Agencies - KARACHI,10,Titans,38,5,2693010,ESTAR,TABS 0010MG X 10,31-Aug-17,3,0,0,0,-7,0,0,0,1,1,10,0,140.25,0.001
0,1,532,Premier Agencies - KARACHI,10,Titans,42,3,2501810,EVOKALM,TABS 0025MG X 10,31-Aug-17,398,0,300,0,341,0,0,0,0,50,307,0,97.75,0.03
0,1,532,Premier Agencies - KARACHI,10,Titans,42,4,2501815,EVOKALM,TABS 0100MG X 10,31-Aug-17,475,0,800,0,535,0,0,0,0,100,640,0,184.88,0.118
0,1,532,Premier Agencies - KARACHI,10,Titans,42,5,2501820,EVOKALM,TABS 0200MG X 10,31-Aug-17,121,0,100,0,82,0,0,0,0,50,89,0,280.5,0.025
0,1,532,Premier Agencies - KARACHI,10,Titans,43,6,PV03901,EVOKALM XR,TABS 200MG,31-Aug-17,-1,0,96,0,70,0,0,0,0,0,25,0,280.5,0.007
0,1,532,Premier Agencies - KARACHI,10,Titans,43,7,PV03902,EVOKALM XR,TABS 300MG,31-Aug-17,13,0,24,0,10,0,0,0,0,0,27,0,382.5,0.01
0,1,532,Premier Agencies - KARACHI,10,Titans,72,8,PV04101,KLEVRA,TABS 250MG,31-Aug-17,48,0,150,0,82,0,0,0,0,30,86,0,561,0.048
0,1,532,Premier Agencies - KARACHI,10,Titans,72,9,PV04102,KLEVRA,TABS 500MG,31-Aug-17,148,0,100,0,100,0,0,0,0,20,128,0,1007.25,0.129
0,1,532,Premier Agencies - KARACHI,10,Titans,72,10,PV04103,KLEVRA,ORAL SOLUTION 60ML,31-Aug-17,142,0,0,0,102,0,0,0,0,0,40,0,306,0.012
0,1,532,Premier Agencies - KARACHI,10,Titans,73,11,PV06701,KLEVRA XR,TAB 500MG,31-Aug-17,27,0,0,0,0,0,0,0,0,27,0,0,335.75,0
0,1,532,Premier Agencies - KARACHI,10,Titans,134,15,6927310,VOXAMINE,TABS F.C. 0050MG X 10,31-Aug-17,283,0,450,0,288,0,0,0,0,52,393,0,156.4,0.061
0,1,532,Premier Agencies - KARACHI,10,Titans,134,16,6927315,VOXAMINE,TABS F.C. 0100MG X 10,31-Aug-17,281,0,300,0,211,0,0,0,0,50,320,0,312.8,0.1
0,1,532,Premier Agencies - KARACHI,12,Champions,80,2,3678310,LOWPLAT,TABS F.C. 0075MG X 10,31-Aug-17,22935,0,14700,0,15954,0,0,0,0,3001,18680,0,121.38,2.267
0,1,532,Premier Agencies - KARACHI,12,Champions,138,3,7013915,X-PLENDED,TABS F.C. 0020MG X 10,31-Aug-17,22778,0,19100,0,19139,0,0,0,0,4001,18738,0,340,6.371
0,1,532,Premier Agencies - KARACHI,12,Champions,139,4,PV07803,XCEPT,TAB 20MG,31-Aug-17,840,0,720,0,803,0,0,0,0,120,637,0,595,0.379
0,1,532,Premier Agencies - KARACHI,12,Champions,139,5,PV07802,XCEPT,TAB 15MG,31-Aug-17,768,0,650,0,650,0,0,0,0,242,526,0,476,0.25
0,1,532,Premier Agencies - KARACHI,12,Champions,139,6,PV07801,XCEPT,TAB 10MG,31-Aug-17,1298,0,1250,0,1286,0,0,0,0,350,912,0,255,0.233
0,1,532,Premier Agencies - KARACHI,13,HiFliers,20,1,PV02201,CELIA,DEVELOP 1,31-Aug-17,602,0,600,0,442,0,0,0,9,120,649,0,619.75,0.402
0,1,532,Premier Agencies - KARACHI,13,HiFliers,20,2,PV02202,CELIA,DEVELOP 2,31-Aug-17,644,0,480,0,379,18,0,0,4,120,611,0,647.5,0.396
0,1,532,Premier Agencies - KARACHI,13,HiFliers,20,3,PV02203,CELIA,DEVELOP 3,31-Aug-17,357,0,1200,0,643,40,0,0,0,168,706,0,656.75,0.464
0,1,532,Premier Agencies - KARACHI,13,HiFliers,21,4,PV03201,CELIA AD,400G TIN,31-Aug-17,7,0,0,0,28,3,0,0,180,0,156,0,724.28,0.113
0,1,532,Premier Agencies - KARACHI,13,HiFliers,22,5,PV03101,CELIA AR,400G TIN,31-Aug-17,183,0,0,0,69,0,0,0,0,24,90,0,823.25,0.074
0,1,532,Premier Agencies - KARACHI,13,HiFliers,23,6,PV02901,CELIA DIGEST,400G TIN,31-Aug-17,154,0,72,0,133,0,0,0,2,33,62,0,800.13,0.05
0,1,532,Premier Agencies - KARACHI,13,HiFliers,25,8,PV03301,CELIA LF,400G TIN,31-Aug-17,126,0,72,0,74,0,0,0,5,24,105,0,763.13,0.08
0,1,532,Premier Agencies - KARACHI,13,HiFliers,26,9,PV03401,CELIA MAMA,400G TIN,31-Aug-17,76,0,72,0,78,0,0,0,0,12,58,0,832.5,0.048
0,1,532,Premier Agencies - KARACHI,13,HiFliers,28,11,PV06401,CELIA PRE,(PREMATURE) 400G TIN,31-Aug-17,23,0,36,0,22,0,0,0,0,12,25,0,851,0.021
0,1,532,Premier Agencies - KARACHI,13,HiFliers,93,9,PV09304,OPT-D,DROPS 400IU 10ML,31-Aug-17,387,0,0,0,56,0,0,0,49,50,330,0,217.94,0.072
0,1,532,Premier Agencies - KARACHI,14,BD - Pen Needles,13,1,BD00101,BD PEN NEEDLE,31GA 8MM (320109),31-Aug-17,637,0,396,0,22,0,0,0,0,220,791,0,9.15,0.007
0,1,532,Premier Agencies - KARACHI,14,BD - Pen Needles,13,2,BD00102,BD PEN NEEDLE,31GA 5MM (320119),31-Aug-17,3174,0,0,0,143,0,0,0,0,976,2055,0,10.2,0.021
0,1,532,Premier Agencies - KARACHI,15,BD - Syringes,14,3,BD00303,BD SYRINGE - BAG,1CC 30GA 8MM 10 (328838),31-Aug-17,28961,0,29000,0,5847,0,0,0,3000,28900,26214,0,12.16,0.319
0,1,532,Premier Agencies - KARACHI,16,Scitech,30,7,1103415,CERIZINE,SYRUP 0060ML X 1,31-Aug-17,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0
0,1,532,Premier Agencies - KARACHI,16,Scitech,40,11,2692540,EVODOXIM,SUSP DRY 0050ML 0040MG X 1,31-Aug-17,0,0,0,0,0,0,0,0,0,0,0,0,119,0
